900,3.999347,3.864572
950,4.201666,4.065984
940,4.071476,3.955025
946,4.024379,3.891201
955,4.198645,4.076888
890,3.767560,3.635038
700,3.089973,2.998864
750,3.267421,3.170008
780,3.433683,3.306366
600,2.673599,2.629601
650,2.838935,2.805438
660,2.910810,2.871886
680,2.955549,2.856381
500,2.333301,2.293721
550,3.294386,3.245977
580,2.592694,2.548464
